zip5,perc_unemp,perc_never_married,med_inc,perc_some_coll
03086,8.82,18.53,67557,65.53
03087,7.5,21.23,118242,77.03
03101,8.14,47.43,26429,56.43
03102,7.36,38.94,48925,50.56
03103,9.53,38.98,50721,48.04
03104,6.43,37.22,60923,61.97
03106,4.76,27.26,86117,65.31
03109,7.68,24.5,73098,58.66
03110,4.78,22.23,128656,79.49
03215,0,13.21,52159,81.82
03216,6.22,23.22,70750,55.46
03217,5.54,34.39,40213,59.14
03218,4.55,25.56,98083,50.18
03220,3.28,29.62,62767,49.12
03221,4.2,21.84,62708,68.71
03222,5.29,25.35,49083,54.66
03223,3.88,28.83,47176,61.42
03224,3.67,19.83,86136,76.01
03225,5.34,21.9,61222,57.61
03226,4.31,22.83,59417,70.63
03227,6.52,18.22,53750,76.99
03229,5.74,21.09,84911,76.34
03230,5.26,25.14,47434,48.58
03231,0,16.81,67250,59.94
03233,5.98,41.76,118036,91.92
03234,5.48,20.17,74602,53.39
03235,9.32,27.91,43946,45.08
03237,8.1,21.38,66484,65.72
03238,0,17.07,50893,52.63
03240,5.38,26.81,46300,52.09
03241,7.27,21.82,49861,58.56
03242,3.26,37.29,65429,72.62
03243,7.5,23.43,58571,40
03244,8.17,24.74,56149,58.55
03245,2.24,23.01,55000,69.63
03246,9.71,23.77,47839,50.98
03249,3.31,23.4,63061,69
03251,13.01,33.49,33958,36.26
03253,6.72,19.77,55833,66.12
03254,4.25,14.1,68022,73.9
03255,5.73,20.85,67009,71.22
03256,4.68,26.89,61616,63.61
03257,0.8,34.04,79524,88.45
03258,8.92,25.44,79844,62.55
03259,0,17.56,59531,73.77
03260,4.07,22,68203,80.44
03261,6.05,21.45,65417,55.42
03262,6.03,25.63,46641,58.45
03263,8.62,30.45,56019,47.32
03264,4.73,56.13,40389,65.66
03266,8.11,23.31,45764,52.86
03268,5.89,26.52,68563,55.68
03269,1.87,14.43,64494,68.47
03273,0,12.97,61417,89.78
03275,9.31,30.95,60123,53.87
03276,5.01,21.71,55397,52.22
03278,8.17,25.45,61806,70.31
03279,9.49,28,38750,48.74
03280,9.26,17.62,52292,60.79
03281,3.57,19.79,84890,62.98
03282,15.89,20.91,44600,51.31
03284,4.05,17.32,68125,67.23
03285,5.66,24.65,52578,65.29
03287,9.18,21.5,73333,79.03
03290,8.13,17.64,88208,73.09
03291,0,51.72,"",0
03293,0,20.78,35938,45.59
03301,7.83,32.8,52694,66.19
03303,5.23,27.82,56484,62.01
03304,3.75,21.1,104315,78.76
03307,5.7,29.03,74643,55.52
03431,10.9,41.79,51909,61.96
03440,5.36,25.26,64500,58.13
03441,3.95,14.81,61136,44.78
03442,4.03,26.68,65048,64.72
03443,2.99,31.07,65481,53.85
03444,4.67,24.91,58125,61.84
03445,10.76,25.91,62778,49.79
03446,14.37,24.36,56939,55.82
03447,6.29,20.59,62857,56.88
03448,11.28,31.17,46696,42.51
03449,3.24,18.92,78667,76.21
03450,3.12,15.05,52679,79.56
03451,7.77,27.23,45398,39.32
03452,5.03,21.93,60893,60.75
03455,1.72,20.56,62660,63.72
03456,6.97,18.98,63636,46.25
03457,1.97,22.36,71250,77.36
03458,2.76,19.74,62560,77.03
03461,10.74,43.77,69152,55.6
03462,5.99,18.28,85972,72.4
03464,4.05,18.25,65417,55.68
03465,8.23,29.23,50750,48.04
03466,7.06,17.74,87596,61.6
03467,2.74,24.05,79141,57.47
03470,13.95,25.69,44314,35.96
03561,6.94,21.82,46567,48.66
03570,10.05,26.48,36811,40.33
03574,5.27,18.64,46181,57.15
03575,43.55,54.02,36250,78.26
03576,8.52,20.04,37574,41.54
03579,6.75,17,40662,42.67
03580,4.48,23.96,65938,80.66
03581,1.22,19,46190,54.75
03582,10.57,26.82,38989,38.4
03583,4.08,17.73,49028,52.33
03584,5.1,26.11,38462,55.78
03585,8.02,23.1,49906,47.18
03586,8.56,9.18,78125,85.19
03588,4.84,18.99,55408,49.6
03590,11.26,23.48,34091,33.42
03592,4.89,7.21,37727,44.92
03593,1.31,13.39,67708,71.47
03595,3.34,32.32,49079,57.64
03597,15.32,34.38,32308,31.6
03598,10.02,15.35,45286,46.19
03601,3.35,24.07,55469,43.6
03602,5.51,24.12,58854,59
03603,3.71,19.72,50011,42.42
03604,0,28.29,72216,53.55
03605,9.18,20.68,58950,45.18
03607,9.04,35.56,31333,43.24
03608,4.63,25.32,59286,60.85
03609,4.64,43.1,40625,45.49
03740,13.28,12.19,47885,48.62
03741,9.14,24.93,62601,51.33
03743,7.66,28.59,41900,41.4
03745,5.64,21.54,68125,64.92
03746,6,12.41,74500,58.68
03748,1,24.31,73882,62.39
03750,4.12,27.9,138036,83.71
03751,0,21.35,120924,79.56
03752,9.02,26.53,55063,47.91
03753,3.18,16.33,89215,77.01
03754,"","","",""
03755,4,61.12,90100,90.49
03765,5.33,20.22,30625,61.92
03766,3.33,32.32,55750,65.92
03768,3.29,20.28,101667,83.16
03770,1.43,34.33,99464,76.78
03771,1.95,21.74,57813,62.6
03773,5.59,21.31,49025,47.33
03774,11.55,23.43,45720,44.21
03777,0.83,20.14,74022,60
03779,2.53,20.11,81250,56.65
03780,8.28,17.8,44398,27.59
03781,2.65,20.91,99375,74.83
03782,4.15,20.85,69901,82.18
03784,5.06,31.98,54101,69.37
03785,13.07,28.53,42576,43.97
03801,4.7,35.11,65972,73.86
03809,4.87,18.34,62854,68.57
03810,5.51,23.13,52334,68.74
03811,7.44,18.98,82889,74.11
03812,17.55,23.24,36111,57.78
03813,4.3,22.79,49288,58.71
03814,9,24.19,48006,44.8
03816,6.4,15.9,57708,80.07
03817,6.68,33.1,42470,54.96
03818,13.38,23.25,42479,45.52
03819,4.14,21.74,81827,58.28
03820,6.54,37.27,55906,67.85
03823,9.02,35.22,82679,76.74
03824,6.98,68.97,72176,86.9
03825,6.96,20.45,81695,67.92
03826,8.43,25.63,77054,64.25
03827,6.57,21.57,86016,68.36
03830,2.5,11.89,37321,36.19
03832,8.49,21.49,56250,69.59
03833,4.28,22.95,78444,71.64
03835,9.12,23.72,55451,51.17
03836,8.01,19,42188,60.72
03837,4.58,18.09,51500,59.5
03838,2.3,19.74,53113,67.44
03839,8.86,27.55,57045,55.68
03840,2.87,21.69,83028,75.05
03841,6.66,20.39,88796,65.79
03842,5.7,23.63,67402,69.77
03844,4.3,18.09,108846,73.65
03845,3.67,35.11,46068,67.45
03846,4.27,20.85,67583,79.76
03847,0,0,68939,70.2
03848,7.55,24.59,70389,60.02
03849,1.61,17.7,59844,55.68
03850,6.47,9.13,52500,56.96
03851,11.64,24.6,60565,47.84
03852,22.02,41.54,40694,57.58
03853,2.1,19.24,61466,70.75
03854,6.67,17.61,113875,86.74
03855,5.63,18.08,80511,60.15
03856,3.78,20.31,114896,80.07
03857,5.19,33.78,60777,70.36
03858,5.15,26.16,81875,63.91
03860,2.56,32.03,42182,68.14
03861,6.61,25.12,74873,79.14
03862,2.82,16.64,79792,74.28
03864,5.73,29.82,46453,47.84
03865,7.29,26.82,68478,54.81
03867,6.41,27.51,47984,52.02
03868,4.08,27.09,50539,42.77
03869,6.26,28.04,63514,64.2
03870,3.89,22.19,95556,75.78
03871,"",0,"",100
03872,5.28,23.87,53406,57.13
03873,1.65,22.37,80170,64.19
03874,4.89,26.53,56547,43.63
03875,5.19,12.24,58177,45.13
03878,7.05,30.71,53481,53.22
03882,11.04,30.11,48542,49.57
03883,0,0,126125,59.72
03884,8.85,19.58,85682,74.12
03885,5.57,19.29,111519,83.97
03886,3.91,30.95,36111,43.48
03887,6.29,21.32,47885,46.38
03890,28.97,31.18,16222,13.16
03894,6.22,15.79,67533,73.83
03901,8.26,28.62,62361,60
03902,4.52,27.32,78244,70.34
03903,4.86,19.41,75904,66.84
03904,6.49,24.21,53137,63.36
03905,3.62,27,57308,69.25
03906,6.53,23.32,65431,55.58
03907,2.74,27.08,57452,76.3
03908,6.55,25.04,76773,68.6
03909,5.24,20.11,70017,74.98
03910,22.08,43.36,33125,55.21
03911,68,25.74,9487,86.36
04001,14.81,20.53,56523,58.13
04002,5.09,25.36,63253,56.39
04003,14.33,25.54,46731,61.22
04005,6.86,33.71,44218,51.26
04006,0,32.35,9792,100
04008,3.81,23.98,70595,60.73
04009,6.2,22.11,40245,53.37
04010,9.34,19.87,43313,45.46
04011,6.92,28.82,50779,67.07
04015,9.48,21.33,52212,53.83
04017,4.76,10.67,57083,73.53
04019,0,50,"",100
04020,8,25.75,45769,49.52
04021,6.57,26.11,90027,83.94
04022,8.04,16.95,48063,62.74
04024,4.49,27.13,49500,49.52
04027,6.23,20.11,52258,40.92
04029,3.23,21.52,48214,57.64
04030,12.18,36.05,46146,44.81
04032,2.9,23.74,64425,71.9
04037,13.1,33.85,47772,45.95
04038,4.91,32.06,75060,68.85
04039,4.98,27.49,62850,58.74
04040,7.89,19.98,51779,60.28
04041,6.14,20.73,49896,45.32
04042,6.45,15.95,66589,53.74
04043,5.51,19.93,75112,76.35
04046,6.36,22.6,63571,60.92
04047,10.78,28.37,50102,46.96
04048,17.22,33.16,62424,49.21
04049,8.36,22.36,58910,46.65
04050,0,16.26,41354,58.4
04051,10.45,28.18,58684,60.86
04055,5.77,25.82,56322,54.93
04056,16.05,27.46,37625,48.48
04057,0,100,"",""
04061,5.06,27.36,65302,53.08
04062,3.65,28.85,63774,59.47
04063,9.3,12.13,14452,80.16
04064,8.79,26.93,45824,56.24
04066,6.25,11.2,86406,83.97
04068,9.62,29.68,47696,41
04069,5.64,18.78,60625,61.21
04071,4.59,27,61703,65.5
04072,5.29,29.69,55873,61.42
04073,8.86,29.82,43703,49.15
04074,5.31,23.78,79179,74.44
04076,9.74,17.61,56000,48.13
04079,6.14,21.61,71891,79.55
04083,13.79,28.23,43977,47.91
04084,7.95,29.6,63576,62.25
04085,6.68,33.62,60859,43.94
04086,5.78,25,59391,62.52
04087,4.7,14.21,63520,57.97
04088,10.16,34.45,44853,42.58
04090,4.54,24.93,62151,61.58
04091,4.39,21.72,53125,48.33
04092,8.4,31.25,45544,55.11
04093,6.51,25.27,59094,54.78
04095,9.9,23.21,42083,47.86
04096,5.4,24.72,83424,80.17
04097,5.58,22.99,74273,76.47
04101,9.81,56.35,29559,66.67
04102,6.47,42.58,47356,71.94
04103,4.95,33.88,53954,71.4
04105,3.93,19.47,92432,83.01
04106,4.03,31.51,53299,67.86
04107,4.28,19.74,85438,84.11
04108,5.1,22.15,49875,84.43
04109,6.25,4.26,68750,100
04110,4.51,14.04,130804,90.63
04210,7.64,28.52,44118,55.68
04216,1.35,18.99,33750,49.23
04217,12.19,22.49,51408,56.76
04219,10.92,24.74,39732,46.67
04220,8.4,26.3,43894,42.44
04221,11.28,23.16,41181,42.51
04222,7.92,23.44,60694,59.35
04224,10.66,25.42,46667,47.55
04226,0,26.81,37708,37.19
04227,0,0,58906,35.14
04228,0,50,"",50
04231,2.94,9.73,55833,58.7
04234,32.26,64.6,14464,53.33
04236,6.25,23.56,62147,51.91
04237,10,29.6,29792,51.89
04238,3.25,23.02,53750,52.11
04239,7.37,22.92,43621,45.58
04240,10.66,35.58,36600,45.67
04250,7.13,22.18,39702,43.04
04252,8.6,27.05,46914,50.33
04253,9.58,22.18,49722,47.2
04254,14.45,23.91,35893,33.59
04255,10.87,33.47,54327,48.6
04256,12.44,27.17,49385,34.93
04257,11.13,24.49,26780,34.65
04258,6.89,30.38,64348,57
04259,10.38,20.97,57656,63.82
04260,10.95,23.16,64284,59.21
04261,2.16,25.08,44167,53.16
04263,2.5,28.12,56116,47.62
04265,18.52,31.41,89306,56.52
04267,0,67.11,23438,21.43
04268,16.62,27.61,41424,38.35
04270,7.59,21.39,42912,43.21
04271,"","","",""
04274,8.65,21.26,57685,54.55
04275,6.38,22.38,48125,40.72
04276,15.54,25.82,33007,38.22
04280,8.13,27.96,53242,38.52
04281,12.69,28.36,35483,43.37
04282,7.69,23.56,65561,54.46
04284,2.18,15.27,56029,67.14
04285,6.67,16.62,43167,48.53
04286,0,0,19453,60.19
04287,4.54,27.44,65455,55.21
04289,12.78,28.49,42788,41.43
04290,6.81,22.09,43906,45.46
04292,13.87,26.85,38906,45.47
04294,11.37,24.7,36250,46.3
04330,7.49,29.57,40408,52.02
04342,6.41,21.98,53792,53.27
04343,0,21.95,245461,60.94
04344,10.85,33.82,43802,60.1
04345,7.53,26.85,52153,57.41
04346,4.81,22,44830,36.38
04347,9.9,35.07,61094,71.88
04348,5.4,21.38,51172,57.33
04349,4.43,18.05,52865,54.47
04350,4.44,24.75,56650,50.25
04351,3.82,19.56,64428,62.42
04352,0.66,21.35,60083,65.11
04353,10.5,23.8,57050,50.37
04354,9.52,20.1,55625,49.14
04355,6.82,18.85,69375,69.88
04357,5.86,23.85,56784,53.14
04358,6.53,21.86,49750,47.84
04359,0,18.27,40375,62.12
04360,14.37,18.54,45000,58.47
04363,4.74,21.45,50109,53.45
04364,7.91,19.42,60716,62.5
04401,7.19,33.78,40833,61.19
04406,8.86,15.85,35568,46.13
04408,2.82,14.56,60625,47.19
04410,10,21.69,39153,54.7
04411,3.31,22.22,45000,41.7
04412,5.26,24.95,47940,59.19
04413,30,22.3,48194,36.69
04414,10.55,21.89,35813,41.43
04415,13.07,33.17,50714,49.73
04416,9.71,25.66,49505,55.08
04417,18.71,18.01,34750,42.7
04418,12.33,27.89,36250,40.35
04419,4.87,26.97,51635,49.2
04421,6.79,62.68,53333,86.84
04422,1.6,33.25,49853,41.51
04424,17.76,23.17,36071,31.3
04426,6.9,22.27,44968,53.33
04427,7.47,21.61,43750,43.98
04428,7.44,27.28,48377,48.97
04429,6.96,16.37,65067,62.4
04430,9.48,21.81,34500,43.38
04431,12.82,34.07,40192,61.33
04434,9.58,13.78,52083,44.67
04435,6.65,19.47,45750,41.94
04438,11.24,27.37,41042,47.78
04441,11.6,15.65,41029,51.67
04442,0,6.35,33750,92.06
04443,4.22,22.17,32697,35.15
04444,3.66,24.87,71174,68.55
04448,8.47,22,33661,40.65
04449,8.84,23.36,47105,46.85
04450,4.99,16.19,40698,49.52
04451,20.15,29.63,38125,19.89
04453,9.82,18.9,46786,43.67
04454,13.51,12.31,24792,27.69
04455,19.15,17.88,46667,46.2
04456,6.18,15.92,54375,60.64
04457,8.96,20.31,33608,38.75
04459,17.8,26.29,26036,33
04460,17.2,25.02,42917,38.57
04461,9.12,19.99,48949,51.39
04462,5.89,17.27,40069,43.39
04463,10.15,19.76,31915,40.81
04464,9.4,16.17,29479,46.23
04468,8.81,39.9,34673,57.34
04469,6.81,99.2,"",100
04471,17.65,20,25179,44.42
04472,5.29,24.76,53807,60.42
04473,6.08,56.8,36750,74.53
04474,5,19.6,61902,57.32
04475,12.71,17.65,38958,39.62
04476,4.3,14.81,39167,62.17
04478,4.38,10.86,33448,62.04
04479,8.56,18.54,35238,37.24
04481,11.86,14.87,44904,55.09
04485,6.48,24.48,30000,42.99
04487,15.46,24.51,27670,25.69
04488,8.45,22.09,52957,48.89
04489,0,26.53,74667,76.54
04490,18.82,18.58,37750,42.35
04491,0,18.09,29375,42.05
04492,8.79,22.15,30000,36
04493,8.03,16.74,44926,42.62
04495,9.58,15.52,34688,38.56
04496,3.45,26.78,53750,57.18
04497,8.82,20,30179,23.05
04530,7.78,26.2,47269,62.5
04535,8.53,21.26,52969,67.17
04537,3.68,21.64,51250,68.05
04538,5.7,20.15,44148,67.68
04539,6.09,10.45,53993,64.37
04541,0,0,44792,87.37
04543,9.1,23.14,46596,65.93
04544,4.05,4.76,56471,72.92
04547,4.74,18.53,49444,45.84
04548,2.44,20.13,53000,64.39
04551,5.71,21.93,51250,63.84
04553,5.14,21.72,60833,69.8
04554,0,7.84,43911,67.18
04555,5.57,24.33,57868,71.64
04556,8.18,16.98,56161,69.44
04558,13.04,10.31,16298,66.41
04562,4.08,18.25,60511,52.83
04563,1.91,27.86,44375,48.46
04564,0,11.42,65938,78.79
04568,3.4,13.02,53417,68.54
04570,"","","",""
04571,4.5,13.78,56389,44.29
04572,6.04,29.08,46062,49.88
04573,11.79,20.32,51500,67.37
04574,5.78,21.92,45547,43
04575,0,15.6,101618,94
04576,4.21,24.81,50625,71.6
04578,4.99,29.61,46550,52.16
04579,3.47,16.59,60640,54.19
04605,10.08,23.62,49280,58.18
04606,9.06,22.86,43603,50.92
04607,10.49,16.48,43942,46.84
04609,6.58,34.21,53908,71.84
04611,8.97,15.2,26667,42.54
04612,8.38,31.58,45750,65.5
04613,44.68,27.78,51250,40.88
04614,6.74,20.05,51156,66.33
04616,2.67,22.73,49412,68.69
04617,3.84,15.56,60667,75.07
04619,3.23,20.54,32576,50.63
04622,10.49,16.31,36477,39.13
04623,12.75,34.04,40893,47.27
04624,0,4.19,50156,59.36
04625,33.33,10.53,56250,42.11
04626,6.74,9.8,34688,43.83
04627,2.73,14.75,38458,49.18
04628,7.12,20.21,28750,37.2
04629,0,58.82,17161,100
04630,4.67,26.01,43333,57.13
04631,10.17,22.3,31571,58.44
04634,17.1,21.24,41470,43.86
04635,0,34.88,41406,25.71
04637,0,7.25,42500,71.21
04640,11.06,17.73,47049,47.72
04642,0,9.21,76250,61.84
04643,14.97,20.94,40898,34.27
04644,0,47.62,39714,100
04645,10.17,22.5,37292,45.31
04646,18.37,34.43,55000,81.13
04648,9.3,15.56,34107,51.55
04649,8.59,21.18,39500,40.63
04650,13.86,18.75,29000,40.74
04652,9.02,20.28,34853,46.26
04653,1.81,13.77,33036,59.55
04654,9.95,36.76,37799,50.5
04655,2.58,23.56,42778,47.44
04657,9.03,21.52,46250,53.29
04658,19.12,23.31,34545,51.91
04660,1.26,12.7,57932,74.22
04662,2.34,4.55,43021,65.89
04664,9.71,30.52,48672,54.41
04666,11.43,19.31,35250,49.89
04667,18.42,31.87,32793,51.28
04668,22.29,35.23,26953,50.39
04669,6.38,12.82,61250,35.17
04671,15.47,14.94,42344,51.33
04673,14.47,24.32,46042,69.79
04674,13.23,28.52,38409,44.47
04675,0,22.86,85313,74.78
04676,10.39,24.54,35764,54.71
04677,3.16,12.11,46250,61.88
04679,3.56,24.81,32169,57.55
04680,12.03,20.07,40625,43.15
04681,2.26,11.58,45764,47.06
04683,0,21.43,106250,88.64
04684,5.6,25.58,54929,68.03
04685,10.78,23.87,57708,54.48
04686,0,7.23,35313,51.95
04691,13.25,14.46,47000,63.22
04693,7.26,24.57,38789,51.84
04694,10.71,20.96,46576,48.31
04730,9.47,25.07,36770,45.59
04732,12.5,24.65,33700,36.51
04733,16.07,22.92,42656,64.8
04734,10.43,15.69,43036,44.61
04735,7.11,20.58,32955,45.68
04736,6.19,20.52,42021,50.73
04739,5.31,24.7,32721,39.36
04740,6.14,23.24,36938,53.66
04741,"","","",""
04742,11.77,31.93,33716,40.74
04743,6.32,25.03,35833,47.19
04745,5.15,19.87,43864,40.61
04746,7.87,18.71,34265,29.17
04747,12.86,17.03,38846,49.91
04750,7.33,39.1,32582,45.4
04756,3.9,19.22,34583,37.47
04757,8.55,20.84,52841,49.48
04758,8.08,26.57,39875,47.61
04760,8.54,21.57,37981,39.15
04761,5.02,24.1,40625,49.28
04762,9.31,16.39,43516,46.02
04763,20.33,18.45,30625,37.29
04764,0,7.32,36667,63.41
04765,9.31,17.62,34567,38.64
04766,6.55,23.59,43750,47.35
04768,3.95,13.41,50833,46.42
04769,4.75,32.06,37630,55.3
04772,6.73,29.13,40938,38.94
04773,0,12.99,32824,35.46
04774,20.21,20.97,27500,33.63
04776,12.44,21.27,38250,46.07
04777,23.88,23.65,28750,38.38
04779,6.35,19.52,61471,43.53
04780,7.96,31.15,44432,48.2
04781,6.37,21.92,42083,44.27
04783,7.04,15.88,38472,53.85
04785,5.15,29.32,26852,37.17
04786,5.62,19.38,36328,42.16
04787,13.11,22.01,39844,34.9
04841,3.44,28.57,35500,46.39
04843,5.28,20.68,54826,81.44
04847,3.6,23.57,60000,65.5
04848,8.05,17.31,57639,65.39
04849,6.16,20.43,49522,63.62
04851,0,24.14,38750,89.29
04852,0,38.24,32083,55.88
04853,1.96,28.79,63523,55.36
04854,4.61,19.72,53910,55.88
04855,15.38,17.87,50000,63.12
04856,8.53,20.15,59028,62.87
04858,3.24,24.72,50333,51.73
04859,14,14.81,31750,46.15
04860,6.19,24.49,40625,56.3
04861,8.03,21.47,47541,51.84
04862,6.58,17.98,49819,56.16
04863,1.81,27.88,58333,44.69
04864,5.13,31.49,56972,46.91
04901,12.11,33.22,39172,50.71
04910,6.82,20.2,49514,52.1
04911,15.63,34.96,29138,33.66
04912,7.03,28.52,38750,43.71
04915,7.69,25.53,34495,54.4
04917,7.64,21.31,58818,68.77
04918,0,10,46607,60.08
04920,14.29,17.57,27833,38.07
04921,11.23,24.45,39211,49.22
04922,8.27,23.71,30272,32.67
04923,12.8,15.79,34500,27.03
04924,6.08,24.9,43777,49.78
04925,0,16.88,43438,54.79
04926,0,64.1,9450,0
04927,7,23.55,41705,37.48
04928,5.36,20.51,46042,37.33
04929,13.08,27.45,40774,27.94
04930,13.62,19.72,37452,41.35
04932,11.04,22.07,50357,55.16
04933,0,100,"",51.43
04936,6.45,4.51,42083,44.17
04937,11.35,18.54,46076,49.78
04938,7.32,38.48,37863,58.19
04939,12.22,20.75,40227,43.87
04940,"",0,"",0
04941,8.74,26.33,36953,58.76
04942,8.89,18.57,28375,37.29
04943,7.47,18.21,32798,44.11
04944,"",0,"",0
04945,3.94,27.96,41552,43.55
04947,6.06,31.15,48056,67.99
04949,13.08,21.37,40625,58.39
04950,9.01,22.55,35233,40.49
04951,3.29,25.69,42250,49.27
04952,7.42,22.97,46304,49.06
04953,10.75,25.12,35469,48.73
04955,7.48,24.13,43690,51.81
04956,10.66,24.34,40250,39.81
04957,6.11,20.09,43900,45.22
04958,6.74,19.81,34583,43.11
04961,12.27,21.66,35924,45.79
04962,0,45.54,9648,46.38
04963,5.33,24.13,56324,58.84
04964,0,5.23,43750,78.43
04965,14.25,23,38311,36.68
04966,10.07,22.94,42500,48.92
04967,10.12,27.63,50283,50.76
04969,7.94,29.6,46354,47.06
04970,6.48,21.16,48750,61
04971,10.1,26.19,39875,44.38
04973,14.29,20.75,42096,54.21
04974,10.06,26.5,41005,44.5
04975,100,38.41,"",61.59
04976,5.43,29.58,34176,43.32
04978,4.62,29.09,52560,46.58
04979,10.49,24.92,39410,53.02
04981,11.04,25.33,46875,57.72
04982,29.31,34.64,33990,25.37
04983,8.03,20.25,36929,47.49
04984,6,25.68,44375,50.52
04985,0,14.49,46563,62.69
04986,8.32,20.95,38828,41.95
04987,6.56,23.88,48403,49.93
04988,11.34,41.77,33819,42.85
04989,9.55,19.45,48507,50.48
04992,100,95,4309,88.37
05001,8.29,26.26,51611,60.25
05031,9.64,10,55809,85.34
05032,5.02,25.93,55288,59.52
05033,8.37,23.9,44732,53.48
05034,0,12.15,71250,47.62
05035,2.48,26.4,55455,49.75
05036,3.48,22.71,63438,67.01
05037,12.94,26.93,71500,65.54
05038,3.81,26.5,52083,56.19
05039,9.09,17.15,56375,58.2
05040,8.49,16.05,45455,48.67
05041,0,19.94,58056,27.04
05042,4.56,30.21,45156,36.28
05043,2.08,25.51,74345,72.04
05045,3.65,29.1,57917,58.48
05046,4.14,21.19,44491,50.34
05048,2.34,19.87,67361,57.96
05050,13.39,52.84,28750,18.12
05051,8.75,21.75,55114,59.12
05052,9.09,18.02,51563,46.51
05053,6.12,22.4,71125,73.54
05055,1.53,31.45,94342,90.19
05056,7.64,22.08,60694,81.74
05058,6.51,20.9,63125,50.56
05059,4.53,41.86,57264,70.53
05060,6.55,23.92,44360,56.06
05061,13.97,52.92,62009,65.51
05062,4.41,17.16,60446,62.32
05065,5.75,27.02,50000,43.71
05067,0,3.94,67375,84.85
05068,5.91,37.56,34900,68.62
05069,1.01,25.89,66806,46.7
05070,2.99,19.55,62841,80.16
05071,0,15.45,88375,53.16
05072,3.75,14.88,51500,69.7
05075,0.94,21.81,74926,77.06
05076,10.04,31.97,50735,39.13
05077,2.87,24.92,53438,57.62
05079,10.88,30.55,44185,63.01
05081,5.53,32.55,36125,47.16
05083,10.45,31,23929,12.66
05084,0,29.41,66071,85.71
05086,6.18,20.97,50208,39.46
05089,9.46,26.12,48647,50.61
05091,2.77,16.84,69913,75.09
05101,13.49,26.47,38523,42.06
05141,0,0,14464,24.59
05142,10.75,23.97,65156,58.57
05143,5.21,19.51,46673,53.02
05146,9.21,20.45,41442,62.63
05148,1.56,19.5,57125,61.67
05149,7,29.13,43615,59.05
05150,0,10.35,40313,42.43
05151,8.34,23.98,50313,54.38
05152,5.51,23.51,42167,64.65
05153,5.75,25.44,40333,53.57
05154,7.16,30.27,77083,39.83
05155,6.15,16.6,44038,60.08
05156,5.68,25.98,48589,51.06
05158,2.33,26.08,75139,47.08
05161,10.81,25.99,54107,69.58
05201,8.85,30.93,42030,48.92
05250,5.49,20.11,54798,67.1
05251,5.84,20.88,69342,83.28
05252,2.47,19.13,63667,48.83
05253,3.66,18.55,46953,69.63
05254,7.05,19.37,135833,92.23
05255,5.13,22.73,44193,70.77
05257,8.1,42.11,44200,59.91
05260,8,38.58,62885,72.38
05261,3.05,19.76,61627,59.59
05262,10.18,21.28,58102,67.45
05301,6.99,30.48,49326,60.61
05340,4.72,19.9,62829,73.67
05341,5.17,15.91,58913,65.93
05342,3.45,31.29,61563,47.09
05343,5.85,19.39,55727,57.89
05345,4.28,25.74,57893,70.95
05346,7.37,35.22,57394,66.73
05350,2.28,27.67,40341,47.16
05352,7.76,23.94,56667,54.34
05353,6.19,17.57,52981,63.13
05354,3.22,20.69,61399,52.58
05355,9.63,31.18,39375,50.66
05356,9.48,26.46,37448,74.69
05358,3.88,38.5,45625,52.53
05359,7.57,21.81,47500,61.32
05360,1.49,5.52,44063,56.8
05361,8.22,21.84,55000,54.8
05362,16.28,22.43,90000,79.35
05363,5.72,22.7,60063,68.92
05401,8.11,62.3,37684,71.08
05403,5.33,30.68,64468,76.38
05404,7.45,49.81,46921,58.65
05405,17.55,100,"",100
05408,6.22,26.33,63828,64.3
05439,11,99.45,"",100
05440,13.65,14.91,47438,38.54
05441,10.65,29.36,66685,63.59
05442,10.93,22.92,49167,47.09
05443,7.05,24.19,60693,54.23
05444,3.16,25.54,67073,57.18
05445,5.06,20.18,107875,81.78
05446,3.76,30.94,66988,66.01
05447,0,40.54,65313,48.39
05448,8.8,28.08,61500,49.82
05450,6.11,27.52,50272,41.11
05452,4.37,29.23,74508,76.73
05454,3.05,22.75,73007,57.68
05455,6.05,21.91,54766,48.21
05456,6.83,23.42,60380,51.75
05457,6.18,27.84,52566,44.6
05458,3.82,19.58,66595,62.01
05459,12.11,43.03,52654,37.85
05461,4.1,27.67,74032,76.25
05462,3.77,26.85,72778,66.83
05463,16.32,26.3,49583,68.55
05464,4.58,31.9,65881,72.14
05465,2.72,23.64,90984,77.05
05468,5.9,25.8,73608,54.2
05471,9.23,19.27,40625,65.41
05472,4.99,16.47,67917,59.19
05473,5.97,29.75,75104,66.51
05474,5.68,17.62,67957,70.4
05476,9.49,28.24,40000,33.49
05477,5.39,27.32,71806,70.75
05478,5.88,27.35,52573,56.15
05481,"","","",""
05482,3.72,23.74,94464,84.74
05483,2.68,30.97,63750,31.54
05485,0,38.46,54063,50
05486,5.4,18.03,64135,69.61
05487,8.44,29.06,57619,60.82
05488,7.77,26.54,53533,44.3
05489,2.84,22.87,89920,80.14
05491,7.04,27.8,56318,56.84
05492,3.58,22.46,52563,48.59
05494,5.6,22.02,80000,70.97
05495,4.48,17.71,70192,78.42
05602,6.11,29.69,60969,72.55
05640,6.9,23.72,49250,58.55
05641,7.21,25.67,50570,50.95
05647,3.53,22,44583,55.12
05648,3.95,8.14,88542,88.13
05649,5.41,24.35,66313,37.08
05650,9.05,32.34,54181,61.29
