zip5,perc_unemp,perc_never_married,med_inc,perc_some_coll
49456,9.29,21.12,53457,69.68
49457,12.22,20.36,52242,54.34
49458,0,10.26,58182,42.86
49459,6.53,22.34,36576,35.18
49460,10.27,24.77,65433,56.12
49461,8.55,20.94,53086,61.8
49464,6.96,23.03,61611,57.12
49503,13.64,53.46,31946,57.99
49504,12.48,39.77,40638,55.76
49505,9.44,33.12,44690,60.67
49506,9.12,39.41,64242,81.09
49507,17.52,45.23,34974,46.87
49508,11.28,33.07,49094,60.25
49509,13.03,33.41,39955,44.75
49512,7.88,40.38,44219,69.12
49519,8.49,34.54,43818,57.37
49525,7.03,29.54,55652,70.73
49534,7.93,29.31,59231,63.45
49544,10.2,34.34,44308,57.17
49546,9.13,29.14,63000,76.57
49548,12.12,34.53,39926,45.5
49601,14.47,24.52,41211,52.69
49611,16.67,19.25,47750,15.69
49612,19.08,16.75,45104,58.89
49613,19.09,7.89,53672,66.6
49614,9.89,24.1,43606,49.13
49615,12.63,18.89,43695,59.03
49616,18.69,20.16,37569,45.65
49617,13.15,23.12,49923,58.37
49618,20.27,21.72,39808,31.9
49619,18.79,23.42,32368,38.59
49620,11.11,19.88,45625,52.34
49621,7.72,22.37,51524,63.24
49622,15.35,25.58,39016,49.36
49623,18.45,25.24,36492,29.08
49625,18.7,25.8,40263,40.12
49626,18.77,21.41,41932,37.59
49627,0,34,107813,75.31
49628,16.77,24.48,41042,42.45
49629,8.94,21.3,42917,72.08
49630,10,15.35,54453,72
49631,11.55,24,35619,40.57
49632,14.29,25.03,36298,40.53
49633,14.1,22.25,40194,43.07
49634,36.17,45.27,48233,20
49635,11.13,19.28,47461,60.79
49636,9.64,18.43,59375,82.83
49637,7.59,26.58,45625,41.5
49638,9.57,22.27,35978,38.45
49639,19.27,24.92,40455,45.36
49640,11.22,21.41,47037,61.24
49642,15.56,17.18,24348,45.01
49643,8.01,27.95,48793,49.88
49644,15.34,21.11,32182,37.57
49645,24.39,21.97,34135,41.22
49646,11.84,20.26,39844,42.01
49648,4.62,12.37,63917,71.61
49649,13.61,36.51,49362,47.25
49650,6.66,23.49,60873,65.53
49651,17.52,21.33,38469,46.53
49653,6.98,17.03,45909,60.01
49654,13.52,16.34,71136,78.12
49655,13.32,21.67,43571,43.78
49656,19.06,26.28,28125,34.39
49657,8.83,26.76,44331,40.88
49659,18.85,23.64,36193,39.4
49660,11.65,27.07,41918,53.67
49663,15.39,27.82,43269,40.5
49664,8.86,17.08,46550,61.46
49665,11.27,23.39,39375,43.79
49666,0,0,69922,54.84
49667,23.64,18.65,38750,40.17
49668,18.02,24.29,37121,41.54
49670,7.71,13.15,62083,77.06
49674,0,23.42,45652,71.43
49675,10.4,18.26,49519,59.98
49676,25.79,22.14,39268,57.77
49677,12.62,25.76,33947,44.07
49679,11.15,24.87,40625,40.34
49680,17.17,24.31,43618,44.31
49682,8.23,19.44,48709,68.33
49683,11.57,23.29,40278,46.56
49684,9.09,22.86,52044,67.24
49686,8.27,26.79,52180,70.8
49688,10.64,19.85,45987,46.97
49689,11,15.54,36650,44.45
49690,9.19,24.96,71000,73.4
49701,20.87,23.16,43889,66.33
49705,13.75,26.94,36071,36.95
49706,15.06,24.24,37917,49.14
49707,10.5,22.41,39064,57.67
49709,18.43,18.51,33397,40.45
49710,3.11,13.54,42222,53.15
49712,9.44,22.88,46488,60.94
49713,12.54,23.76,50732,51.93
49715,11.25,25.24,51023,62.29
49716,10.96,21.84,45250,58.33
49717,0,0,99028,100
49718,26.21,15.6,45481,55.59
49719,9.32,16.74,37969,56.14
49720,8.98,20.76,49141,62.82
49721,18.95,23.11,36635,46.37
49722,7.14,25.32,42411,68.31
49724,5.26,25.72,53750,53.98
49725,7.77,15.13,41813,55.63
49726,25.17,13.08,42206,51.95
49727,12.41,19.48,43424,47.45
49728,7.58,12.85,41042,37.02
49729,8.16,24.45,43821,49.3
49730,14.1,28.56,49000,48.43
49733,14.58,17.55,40000,41.8
49735,11.33,23.61,47850,53.92
49736,19.35,9.5,40000,43.06
49738,16.51,22.57,38520,46.74
49740,8.73,18.57,60066,74.56
49743,20.71,28.18,35850,46.82
49744,3.7,13.66,43269,46.28
49745,14.31,19.31,48725,62.23
49746,14.4,20.25,37083,40.5
49747,17.63,14.66,35272,41.7
49748,28,13.08,23036,37.5
49749,17.26,15.17,41960,55.57
49751,8.58,18.48,38400,45.11
49752,25.8,26.45,51080,61.05
49753,17.01,19.64,40326,43.48
49755,14.27,23.26,43380,49.28
49756,19.5,13.93,34668,45.86
49757,14.45,48.81,45438,67.92
49759,20.94,17.16,36346,41.4
49760,14.24,10.5,43250,38.22
49762,15.95,15.08,45221,52.55
49764,0,25.6,61875,22.37
49765,20.9,18.76,34583,38.15
49766,10.43,21.98,39922,49.74
49768,23.83,15.33,36071,46.14
49769,10.47,24.44,43828,43.86
49770,8.46,26.23,52895,68.84
49774,11.65,17.15,45000,53.68
49775,27.5,13.51,34583,58.11
49776,9.78,21.13,40637,36.85
49777,9.96,13.89,45313,68.25
49779,9,17.74,40345,48.38
49780,13.97,19.92,50846,54.4
49781,16.1,26.82,38592,47.99
49782,14.29,18,41111,66.44
49783,13.2,34.6,39297,53.98
49788,21.76,57.16,33171,39.24
49791,14.12,16.27,42841,57.65
49793,25.53,19.59,39485,45.27
49795,15.27,20.71,38811,40.37
49796,6.52,21.12,43229,66.67
49799,21.11,21.59,37546,39.76
49801,6.24,22.37,44607,56.83
49802,12.89,20.08,36211,44.81
49805,10.71,12.08,44219,43.57
49806,18.4,17.9,45789,60.04
49807,10.07,21.94,46607,52.07
49808,19.19,25.11,44583,53.03
49812,8.84,20.42,40324,42.18
49814,13.09,21.52,48879,44.12
49815,14.23,24.67,38750,49.06
49816,7.77,18.59,41406,40.74
49817,8.07,19.26,36908,42.37
49818,13.82,17.74,46813,43.7
49819,14.29,13.95,71563,79.07
49820,4,16.59,26591,22.97
49821,10.24,14.95,42333,42.59
49822,27.78,15.26,40417,53.63
49825,15.86,23.1,28977,58.06
49826,20,35.77,34896,47.17
49827,11.11,17.62,28583,41.58
49829,11.13,27.04,34475,51.78
49831,11.59,20.23,56000,42.11
49833,5.11,17.36,36563,38.19
49834,0,13,35625,40.76
49835,13.44,22.27,38319,52.29
49836,13.58,21.75,38750,38.13
49837,7.65,19.69,51142,57.48
49838,21.39,12.53,32396,40.35
49839,0,19.77,32083,51.66
49840,26.26,14.31,32450,38.77
49841,15.34,30.26,42152,51.89
49847,5.45,13.09,32679,37.33
49848,8.7,19.7,60000,50.82
49849,6.46,26.36,44419,54.09
49852,13.79,6.45,26667,47.31
49853,16.5,24.55,58224,59.03
49854,12.38,23.39,37368,41.07
49855,6.11,41.68,45751,66.92
49858,14.06,25.03,40906,48.67
49861,12.22,20.58,40089,45.91
49862,11.56,34.09,39760,43.74
49863,6.38,35.62,13750,78.08
49864,7.69,32.76,33036,14.58
49866,7.43,26.18,50000,57.53
49868,9.15,32.26,39400,38.17
49870,17.41,27.09,45448,51.8
49871,11.52,37.02,34750,32.24
49872,12,22.34,34063,55.35
49873,19.4,34.23,35313,49.52
49874,16.39,25,35658,36.77
49876,4.26,18.69,52188,41.34
49877,0,33.33,60625,45
49878,11.57,21.04,46373,52.37
49879,14.15,19.54,38750,54.92
49880,16.96,26.83,39598,39.12
49881,13.22,14.94,60000,37.89
49883,21.05,30.77,39688,46.77
49884,36.95,36.15,30875,11.36
49885,12.4,26.8,48828,55.84
49886,11.11,28.02,31094,43.81
49887,12.2,19.6,42148,42.74
49891,13.96,23.46,29091,43.97
49892,3.39,15.1,53688,56.3
49893,5.19,19.86,49612,47.35
49894,22.3,16.03,41382,31.45
49895,6.67,41.63,45893,41.09
49896,11.7,23.92,36713,48.8
49901,5.59,26.98,48333,52.74
49902,5.26,9.47,24500,43.82
49903,10.45,28.46,23750,49.56
49905,11.52,34.72,37000,51.25
49908,14.23,53.66,33750,22.21
49910,3.82,13.4,32917,61.67
49911,14.85,27.93,34156,54.86
49912,15.49,20.05,34464,44.08
49913,9.75,30.6,32826,47.88
49915,13.79,22,25809,42.24
49916,4.04,21.28,50338,64.89
49917,9.2,23.78,30156,44.67
49918,15.19,21.88,36250,83.33
49919,6.35,17.18,49531,43.06
49920,6.21,20.94,40271,45.61
49921,19.58,25,30313,68.04
49922,6.33,23.75,32262,50.18
49925,4.36,30.48,38214,46.74
49927,8.66,20.44,30909,41.55
49929,28.07,21.39,33393,47.03
49930,7.1,33.23,35248,58.26
49931,9.34,64.5,26274,68.25
49934,9.56,23.61,34676,50.27
49935,7.78,24.68,34539,47.13
49938,10.06,24.04,33331,60.14
49942,40.38,40.54,41786,69.23
49945,11.98,17.34,41094,51.52
49946,9.25,24.58,40227,46.67
49947,1.88,51.62,36625,37.59
49948,21.97,21.15,32102,44.7
49950,8.19,21.29,42419,58.71
49952,13.51,25,47778,38.68
49953,12.65,19.27,34049,52.21
49955,7.19,46.38,45750,33.47
49958,6.67,23.29,44241,50.79
49959,5.06,18.71,34653,59.57
49960,20.93,19.83,22708,36.11
49961,37.5,10.84,24083,44.3
49962,0,5.19,36250,53.9
49963,14.48,30.7,34091,45.64
49965,8.7,15.93,48750,53.68
49967,10.19,12.19,34219,34.54
49968,9.75,19.26,33348,54.2
49969,4.42,14.78,41740,57.49
49970,18.8,18.55,51875,38.1
49971,18.9,12.9,35179,43.58
50001,5.5,21.19,60208,46.94
50002,4.34,26.68,44083,52.44
50003,3.67,20.45,63207,61.38
50005,12.42,22.98,53281,37.64
50006,6.27,21.57,48629,45.74
50007,2.26,15.93,82679,76.27
50008,1.21,18.72,36579,42.74
50009,4.09,23.01,64960,67.9
50010,3.48,41.2,46926,81.72
50011,24.19,100,"",""
50012,29.82,99.53,"",100
50014,6.38,63.11,38530,88.84
50020,5.79,18.42,48750,53.72
50021,4.24,23.77,72860,79.97
50022,3.74,21,38480,45.46
50023,4.27,24.06,75516,80.34
50025,1.45,19.11,47056,49.69
50026,9.24,17.76,26838,53.22
50027,6.92,16.33,44375,52.91
50028,4.54,20.76,60000,49.92
50029,9.25,13.88,48542,51.04
50032,0,25.42,33393,48.54
50033,22.73,17.24,73542,36
50034,4.02,15.38,50227,59.39
50035,5.79,18.69,76847,79.52
50036,4.77,24.06,49172,59.47
50038,3.85,26.57,41490,87.14
50039,9.9,13.78,66806,48.71
50041,0,0,60000,28.3
50042,7.07,15.24,34900,35.09
50044,9.6,23.91,47661,31.33
50046,1.52,11.28,66750,64.78
50047,6.45,20.05,58250,55.79
50048,2.12,14.96,40000,51.24
50049,12.92,22.4,41788,42.15
50050,4.43,17.83,43000,51.07
50051,6.67,23.49,58393,42.06
50052,1.35,14.75,35673,28.88
50054,7.54,25.97,52461,49.43
50055,5.62,21.69,50625,57.54
50056,5.35,27.14,53295,58.84
50057,6.25,15.6,43929,50.79
50058,4.73,17.26,48819,52.12
50060,4.34,18.69,40174,47.8
50061,2.29,18.87,124167,77.69
50062,13.46,21.55,36389,28.13
50063,2.35,17.33,72896,61.86
50064,5.26,20.73,36563,39.74
50065,2.99,11.69,50714,40.09
50066,0,21.78,38750,48.86
50067,7.3,18.08,33750,36.67
50068,1.89,18.8,50556,69.5
50069,4.82,25.96,54267,52.95
50070,5.36,14.94,60800,62.31
50071,2.79,23.81,49063,50.39
50072,4.4,25.76,66761,61.97
50073,3.53,27.01,63365,67.68
50074,1.56,7.36,43438,51.21
50075,4.02,23.73,56118,55.07
50076,3.27,15.9,44306,42.34
50078,6.25,1.56,44792,33.94
50101,0,0,37361,46.67
50102,36.84,14.29,35000,77.14
50103,3.57,17.27,48125,61.19
50104,11.48,27,43125,80
50105,2.69,21.83,80972,74.43
50106,6.22,18.4,49375,57.71
50107,6.47,25.03,49750,44.16
50108,2.2,10.07,32125,38.56
50109,3.72,23.74,82500,70.77
50111,3.33,22.23,69072,81.63
50112,5.09,31.98,49634,56.56
50115,4.64,19.38,46791,49.01
50116,13.7,18.59,39750,12.77
50117,5.59,30.85,49659,38.85
50118,4.44,13.27,59153,47.52
50119,3.92,14.25,51250,41.94
50120,5.24,33.72,66250,53.96
50122,7.57,16.4,55642,57.48
50123,5.04,12.82,34615,38.83
50124,2.66,22.17,75611,66.95
50125,6.4,30.63,59466,63.98
50126,5.74,25.6,45857,58.08
50127,"","","",""
50128,5.8,19.47,46500,43.41
50129,5.82,14.42,45156,53.56
50130,2.43,23.77,58558,63.88
50131,3.72,24.14,94216,79.46
50132,18.37,15.21,41250,38.93
50133,14.88,24.8,36875,38.25
50134,0.7,20.27,60806,64.59
50135,9.99,20.29,53523,54.03
50136,3.4,22.07,57321,46.79
50138,4.72,20.51,49459,52.7
50139,2.29,19.84,44479,39.21
50140,9.4,48.46,37200,64.92
50141,1.79,24.67,58000,39.68
50142,5.57,14.87,54821,56.67
50143,1.47,20.26,63889,42.08
50144,7.51,22.83,31211,41.57
50146,8.64,11.31,83750,57.62
50147,17.09,14.66,39000,31.52
50148,7.61,28.03,32500,33.78
50149,14.02,11.51,38269,37.54
50150,10.34,23.32,41458,36.33
50151,4.35,7.42,45208,39.05
50153,1.52,23.76,70234,35.47
50154,0,12.8,50694,65.22
50155,1.37,14.35,54375,56.25
50156,3.96,18.58,54005,53.53
50157,4.63,17.23,46667,38.91
50158,7.06,25.55,47986,49.6
50160,4.04,21.07,55179,55.91
50161,4.12,20.84,56601,67.12
50162,3.47,21.87,57827,58.65
50163,8.79,21.52,42763,45.59
50164,8.17,20.13,54000,49.35
50165,0,8.16,66250,66.67
50166,6.56,19.2,66081,54
50167,8.24,17.12,54844,51.18
50168,4.27,17.01,56625,49.81
50169,8.74,28.15,65347,50.65
50170,2.79,17.44,54031,51.66
50171,4.08,22.8,62580,50.43
50173,8.46,10.21,60938,43.66
50174,5.57,17.9,41382,41.63
50201,4.66,18.34,55226,61.78
50206,7.69,22.67,54904,47.96
50207,4.64,21.85,56048,46.19
50208,6.78,24.57,44512,50.67
50210,6.03,16.2,65956,57.41
50211,2.5,20.04,76039,69.59
50212,4.95,16.89,59052,55.27
50213,3.83,25.25,43750,43.36
50214,11.95,26.89,86154,64.62
50216,2.24,11.81,59143,61.31
50217,5.91,21.11,41912,45.95
50218,6.25,14.29,32917,21.62
50219,3.71,30.17,67554,66.95
50220,7.09,28.05,45196,43.16
50222,0,11.79,60250,50.11
50223,3.47,30.08,45227,36.14
50225,3.22,22.09,55240,52.89
50226,2.15,15.46,107821,75.39
50227,16.67,17.65,73125,47.06
50228,6.52,15.05,48095,47.78
50229,3.25,25.63,115446,62.73
50230,0.17,14.12,65500,54.63
50231,1.08,11.36,62813,54.92
50232,11.9,26.26,54000,39.43
50233,6.27,20.06,49250,37.07
50234,9.86,20.47,39432,51.81
50235,6.62,20.78,47679,58.26
50236,1.07,17.67,58750,71.74
50237,3,17.88,76354,55.68
50238,7.17,18.86,52411,46.99
50239,8.7,16.08,54444,60.47
50240,7.59,26.24,64500,55.16
50242,3.18,12.46,52813,58.04
50243,12.59,33.33,39375,49.32
50244,5.19,24.87,67656,72.92
50246,11.03,22.86,58750,59.54
50247,9.71,23.34,56458,59.66
50248,5.73,20.91,55691,58.44
50249,8.51,23.71,43696,39.48
50250,5.9,18.13,49451,44.02
50251,4.2,17.62,58500,42.7
50252,9.09,5.26,51875,43.75
50254,0,18.61,59167,43.02
50255,0,11.36,46563,36.59
50256,12.26,18.86,57292,28.09
50257,2.06,16.43,63750,46.95
50258,3.35,13.64,50833,49.59
50261,2.14,26.89,91983,71.73
50262,10.81,10.86,30655,37.62
50263,1.63,20.2,76302,82.22
50264,3.5,18.06,39821,45.15
50265,3.37,30.23,67352,75.48
50266,4.07,28.9,70478,82.23
50268,9.39,25.18,43214,38.08
50271,2.37,22.65,47727,39.79
50272,16,18.42,46250,38
50273,6.52,19.67,49651,47.42
50274,3.76,18.45,51607,47.8
50275,13.01,21.15,36979,39.86
50276,6.77,39.04,62824,50.29
50277,1.08,20.95,50833,66.94
50278,4.44,17.9,64444,57.01
50309,9.25,62.22,27014,63.25
50310,5.84,30.92,56095,67.9
50311,5.29,51.19,43993,68.61
50312,6.11,32.88,50759,77.73
50313,8.99,29.6,49541,46.68
50314,12.37,42.96,30193,39.36
50315,9.92,32.01,41177,47.23
50316,9.48,40,32794,39.87
50317,9.07,29.9,44597,45.05
50319,"","","",""
50320,6.63,25.07,52173,52.41
50321,5.37,30.08,53750,80.33
50322,4.23,24.17,68952,74.79
50323,2.11,11.55,128301,84.53
50324,4.97,24.99,65816,77.27
50325,1.51,24.5,96190,80.22
50327,4.98,23.93,76447,63.74
50401,6.65,28.64,42167,60.13
50420,8.23,18.29,56000,51.05
50421,2.69,17.5,44474,59.74
50423,8.5,17.68,43644,50.3
50424,2.42,17.89,49432,58.05
50426,3.23,26.83,103125,68.97
50428,4.43,21.84,51779,62.63
50430,4.78,25.85,48542,56.03
50431,2.22,27.18,35469,33.65
50432,7.34,14.13,34659,44.32
50433,4.44,20.3,56477,57.56
50434,2.29,13.24,41538,39.08
50435,3.46,17.3,46688,34.45
50436,3.33,24.86,49563,59.71
50438,3.32,15.6,58090,60.76
50439,4.61,20.55,47067,32.71
50440,1.89,21.98,60833,60.75
50441,6.07,25.24,48852,45.54
50444,21.12,16.67,50938,61.05
50446,1.83,17.83,49792,73.57
50447,3.67,24.39,36705,36.17
50448,5.72,29.96,51250,50.67
50449,11.65,31.41,56136,31.62
50450,3.26,16.66,44125,52.95
50451,4.03,20.88,43077,43.17
50452,0.98,27.34,51250,55.16
50453,5.02,15.4,49167,45.66
50454,0,12.15,44643,44.86
50455,8.37,31.96,49250,36.74
50456,7.08,22.24,51313,45.93
50457,4.14,29.78,42768,49.84
50458,2.88,24.81,52813,55.16
50459,2.11,22.58,50524,59.22
50460,0.85,3.33,55625,42.18
50461,3.85,20.2,49180,50.24
50464,4.38,21.25,49135,55.16
50465,6.12,4.3,55625,49.17
50466,4.92,22.66,47524,43.65
50467,0,11.54,61250,69.57
50468,6.15,26.8,54750,53.4
50469,2.58,16.14,53643,57.51
50470,10,21.96,42500,38.5
50471,3.01,27.93,56071,45.14
50472,3.9,22.48,55625,52.48
50473,5.45,28.21,65000,44.26
50475,3.57,24.27,51563,54.69
50476,1.39,23.3,53000,42.32
50477,4.5,30.06,48269,41.2
50478,3.7,21.82,40000,50.85
50479,2.4,22.24,41466,55.08
50480,2.63,17.78,47426,49.69
50482,2.15,20.53,67841,66.71
50483,5.12,26.23,53650,54.21
50484,1.96,23.64,42500,54.48
50501,10.64,35.53,40542,54.59
50510,6.76,22.43,54375,60.16
50511,2.64,22.39,50264,53.9
50514,5.29,19.93,50050,52.74
50515,5.88,30.72,24500,32.91
50516,5.97,15.05,53125,45.58
50517,2,24.53,42375,46.05
50518,1.57,25.34,70294,59.39
50519,10.51,25.23,40595,43.84
50520,5.81,15.38,34167,31.97
50521,0,29.27,17375,53.66
50522,4.68,20.91,38688,39.78
50523,1.69,19.27,57875,52.54
50524,9.71,22.08,52083,44.64
50525,3.43,20.01,45357,47.94
50527,17.2,16,32500,32.21
50528,0,22.37,63158,64.61
50529,1.99,23.16,52083,47.64
50530,3.44,20.04,38047,57.4
50531,0.46,18.43,63750,31.67
50532,6.84,21.05,49023,45.55
50533,8.34,22.86,45417,43.17
50535,4.77,29.61,47375,52.29
50536,7.28,30.18,39688,55.9
50538,4,7.69,45990,41.03
50539,4.72,18.66,47083,60.91
50540,3.26,20.28,47730,51.52
50541,3.79,21.92,46635,40.69
50542,8.04,27.09,55972,55.18
50543,4.15,26.26,46957,64.24
50544,2.22,24.53,44926,59.23
50545,5.88,38.29,53750,56.07
50546,0.48,20.44,47500,64.66
50548,3.19,18.12,50750,53.92
50551,0,1.23,51250,60.49
50554,3.4,26.62,39766,55.44
50556,0,19.33,41667,42.86
50557,12.85,26.59,37321,49.08
50558,2.23,26.85,50893,54.62
50559,6.56,13.28,44063,53.23
50560,2.74,22.27,54000,42.5
50561,1.33,22.22,38333,59.31
50562,15.55,19.27,36932,41.51
50563,5.45,21.73,43139,56.9
50565,6.59,20.55,41400,53.14
50566,2.86,18.6,33611,45.98
50567,6.93,7.84,58750,26.95
50568,2.55,18.93,45147,52.02
50569,12.56,19.66,40833,51.5
50570,1.35,26.11,78750,51.32
50571,0.62,16.85,41250,44.03
50573,0,21.43,56750,54.17
50574,5.54,20.98,39669,53.18
50575,0.95,20.92,45000,46.09
50576,10.26,16.27,41974,66.48
50577,3.33,19.26,44063,42.86
50578,4.76,20.53,44375,53.97
50579,1.17,19.38,50375,55.31
50581,6.64,22.83,37228,53.08
50582,3.8,24.06,35069,40.16
50583,3.24,18.45,44189,45.56
50585,2.89,20.72,37446,50.23
50586,2.05,43.64,62500,47.34
50588,2.72,33.47,46947,42.01
50590,3.7,21.63,37500,60.72
50591,3.92,21.46,55962,54.97
50593,0,11.76,28750,27.27
50594,0.79,13.33,50938,38.29
50595,7.14,24.11,40697,51.57
50597,2.47,23.34,51563,51.77
50598,1,25.77,53816,56.99
50599,6.42,23.81,46635,44.64
50601,5.73,18.09,50132,56.83
50602,5.66,19,50598,42.53
50603,1.72,15.61,40833,33.26
50604,6.89,14.42,48313,39.23
50605,7.69,27.2,29271,43.16
50606,1.16,15.78,41955,46.34
50607,12.02,19.05,44519,35.34
50609,2.14,12.61,57500,61.06
50611,4.11,19.8,48750,56.7
50612,3.78,1.74,72875,78.37
50613,6.93,45.2,50614,69.89
50616,7.33,23.51,40665,46.91
50619,5.62,21.07,50789,41.19
50620,5.26,28.26,43750,30.23
50621,4.84,17.8,53281,62.62
50622,1.21,17.74,69803,65.91
50624,2.4,21.7,67260,63.61
50625,2.78,11.03,41303,36.64
50626,4.91,21.07,58529,47.31
50627,6.68,28.39,50855,55.19
50628,3.65,22.74,46542,38.72
50629,3.12,18.87,63913,48.58
50630,6.38,21.38,42614,48.75
50632,6.16,22.93,53839,53.04
50633,2.02,31.6,46691,56.49
50634,4.99,28.97,46522,46.95
50635,4.74,16.8,56579,55.48
50636,3.12,17.48,52500,51.85
50638,3.27,17.91,51759,57.33
50641,11.02,20.79,44500,41.33
50642,5.25,23.72,63500,50.5
50643,6.68,20.07,68177,67.14
50644,4.57,21.65,54804,50.49
50645,4.42,21.39,39643,32.23
50647,4.85,22.56,55625,56.05
50648,6.68,23.63,57952,53.44
50650,6.07,29.09,45893,39.59
50651,2.52,24.13,58788,49.9
50652,5.45,17.95,30417,39.71
50653,8.44,23.03,62500,59.91
50654,2.04,10.86,43636,41.83
50655,11.59,26.85,44779,46.96
50658,5.86,18.36,42214,45.71
50659,5.67,22.68,43698,44.21
50660,6.7,16.64,61172,53.57
50662,4.84,23.38,38479,43.02
50664,100,0,"",100
50665,3.21,19.76,52837,54.41
50666,3.77,18.65,59327,50.45
50667,3.28,22.44,61417,47.94
50668,3.45,23.08,58929,52.23
50669,5.12,21.03,58182,51.43
50670,3.53,21.36,56026,45.59
50671,1.71,29.46,71563,59.04
50672,0.58,18.36,48750,71.43
50673,11.76,13.61,57083,47.33
50674,4.91,17.35,52656,45.92
50675,5.97,22.61,51607,55.32
50676,5.19,23.39,54344,46.88
50677,6.37,32.35,62064,63.85
50680,4.7,21.52,56397,64.09
50681,5.2,13.2,51964,41.21
50682,2.78,18.4,65669,52.16
50701,5.93,29.57,47766,59.33
50702,5.93,32.92,41398,50.68
50703,14.03,35.96,31699,39.3
50707,6.82,32.4,45206,40.68
50801,6.64,27.22,40356,55.03
50830,5.89,27.81,47337,50.38
50833,4.45,19.3,44701,45.44
50835,0,27.18,39028,32.58
50836,5.23,16.34,42250,54.63
50837,0,19.32,41667,40.65
50839,0,0,34375,16.67
50840,0.78,17.54,35461,42.05
50841,3.35,19.38,45060,49.6
50842,0,13.11,55000,54.39
50843,3.99,20.49,36071,42.82
50845,3.87,26.03,48672,50.59
50846,5.8,21.76,48300,41.13
50847,0,10.71,32500,41.07
50848,2.22,15.36,37083,45.38
50849,2.89,20.6,46500,53.07
50851,2.96,18.22,41283,42.46
50853,4.27,15.81,52000,48.66
50854,3.21,17.47,44152,55.25
50857,19.39,26.88,41250,65.38
50858,0.79,17.41,50769,51.33
50859,5.84,19.41,51522,47.39
50860,12.95,32.83,37717,22.93
50861,2.94,20.38,55556,53.67
50862,24.73,31.62,27500,70.24
50863,7.56,27.57,53333,58.18
50864,5.45,21.03,35444,53.29
51001,2,22,55066,55.18
51002,1.56,17.4,52050,56.9
51003,1.08,24.45,59643,50.95
51004,2.96,17.33,44830,49.14
51005,4.17,20.67,50500,55.19
51006,6.22,26.98,37550,41.24
51007,3.19,18.02,52344,62.58
51008,1.92,26.83,70625,36.99
51009,11.67,49.34,56827,52.03
51010,12.5,16.85,30938,48.1
51011,21.43,24.39,45625,28.57
51012,1.83,23.49,43177,50.88
51014,9.67,18.43,65179,75.96
51016,2.87,19.9,40745,42.3
51018,4.66,30.48,38125,58.56
51019,4.17,15.42,51908,52.18
51020,2.53,27.14,50096,46.43
51022,2.46,20.84,56838,51.5
51023,5.67,22.77,45274,39.98
51024,1.66,15.21,68913,64.57
51025,3.95,18.44,49083,58.45
51026,6.34,15.72,48833,54.16
51027,0.45,17.01,52171,47.39
51028,1.9,20.68,51797,57.39
51029,3.47,32.85,65234,57.99
51030,3.12,20.1,69271,55.35
51031,2.86,22.79,54904,53.12
51033,9.51,25.26,72536,55.76
51034,1.71,23.58,43971,42.14
51035,1.4,20.98,58793,58.32
51036,1.55,12.56,42813,44.07
51037,0,12,38250,36.25
51038,0.61,20.64,66055,50.85
51039,5.23,21.78,62875,60.72
51040,7.97,20.14,40260,50.37
51041,2.44,32.82,59881,67.32
51044,5.47,24.59,45625,48.12
51046,3.44,11.53,46188,51.49
51047,10.12,18.6,48194,47.48
51048,7.51,18.3,44861,63.31
51049,2.64,25.31,47647,45.8
51050,2.81,20.75,59340,50.72
51051,0,27.91,46250,18.84
51052,4.48,21.72,61923,43.61
51053,4.04,25.25,52656,42.73
51054,1.58,19.4,82604,67
51055,4.75,21.7,51761,52.54
51056,3.72,16.05,41917,52.51
51058,2.67,19.68,41548,48.6
51060,12.6,27.04,31938,35.43
51061,10.53,14.95,39844,45.35
51062,2.62,11.89,68167,41.96
51063,2.28,19.37,41971,48.49
51101,2.09,53.66,16616,40.88
51103,7.93,34.08,39284,39.5
51104,5.71,32.27,50950,61.17
51105,9.24,37.26,28363,32.26
51106,5.08,31.87,49174,57.3
51108,2.48,26.42,54318,56.79
51109,2.91,27.52,43409,35.66
51111,0,37.43,41523,83.63
51201,1.75,27.04,47298,57.77
51230,4.62,39.51,50156,50.8
51231,3.25,22.97,70568,57.39
51232,1.77,24.27,62946,45.84
51234,2.21,14.51,59250,47.98
51235,8.91,26.36,47964,27.44
51237,6.46,23.87,44219,44.75
51238,4.99,18.42,56827,51.27
51239,3.64,19.54,63359,53.43
51240,0.83,20.25,47670,51.94
51241,0.46,13,51953,52.79
51242,0,17.39,52841,34.33
51243,2.76,25.32,47778,43.45
51244,2.44,44.83,68125,39.47
51245,0.72,17.37,46563,45.89
51246,3.99,18.22,51080,52.56
51247,1.01,25.92,50077,48.37
51248,7.07,16.54,39830,41.98
51249,2.7,20.24,46492,46.12
51250,2.5,35.27,61453,55.32
51301,5.63,21.68,46669,55.98
51331,8.13,19.32,51339,60.07
51333,6.52,21.58,44750,54.09
51334,5.87,26.5,45289,53.03
51338,7.26,21.34,47500,51.43
51341,22.64,55.56,42917,46.34
51342,4.05,21.58,39432,53.84
51343,6.78,14.47,58438,62.94
51345,10.27,18.95,54167,33.45
51346,4.4,16.85,45682,49.46
51347,4.1,23.68,55478,54.87
51350,6.58,25,41429,59.37
51351,4.15,17.59,46635,59.85
51354,2.07,15.83,41313,43.2
51355,3.08,17.24,53333,71.75
51357,11.71,29.19,37875,48.76
